<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;220802;170000;768.4900000;769.6300000;765.5400000;768.0400000;20903182
MOEXTN;60;220802;180000;767.4400000;768.3800000;765.3000000;767.8400000;13289821
MOEXTN;60;220803;100000;769.7600000;774.2400000;766.6000000;773.3600000;47854359
MOEXTN;60;220803;110000;773.4200000;777.4100000;771.9800000;772.5500000;29680503
MOEXTN;60;220803;120000;772.2600000;774.0900000;766.6800000;767.7500000;16492136
MOEXTN;60;220803;130000;766.3400000;769.2400000;765.1400000;766.8400000;19532122
MOEXTN;60;220803;140000;766.8400000;767.5500000;760.6700000;763.1300000;25425899
MOEXTN;60;220803;150000;763.0700000;768.8400000;761.2800000;762.9200000;25579306
MOEXTN;60;220803;160000;762.8600000;764.5600000;761.3900000;762.5000000;12775433
MOEXTN;60;220803;170000;762.4300000;763.8100000;761.7400000;762.6500000;11931747
MOEXTN;60;220803;180000;762.4000000;763.7900000;761.7400000;763.3000000;29952064
MOEXTN;60;220804;100000;763.3900000;767.9900000;758.4500000;763.3400000;22976146
MOEXTN;60;220804;110000;762.8900000;764.2200000;760.8200000;762.1800000;18405527
MOEXTN;60;220804;120000;762.1800000;762.6700000;759.4800000;760.0800000;17977662
MOEXTN;60;220804;130000;759.8200000;764.2100000;759.3600000;761.5600000;10237855
MOEXTN;60;220804;140000;761.5700000;762.1900000;759.6300000;760.3000000;13405713
MOEXTN;60;220804;150000;760.3000000;761.4300000;759.0700000;760.8900000;5947937
MOEXTN;60;220804;160000;760.8900000;764.7600000;760.0000000;764.4600000;22062414
MOEXTN;60;220804;170000;764.7200000;764.7300000;759.8800000;761.7100000;10202962
MOEXTN;60;220804;180000;761.7100000;762.5600000;760.2300000;760.2300000;18033254
MOEXTN;60;220805;100000;764.2100000;764.2100000;751.7800000;753.2500000;46071015
MOEXTN;60;220805;110000;753.1100000;753.2200000;733.6700000;740.3100000;69214632
MOEXTN;60;220805;120000;739.9800000;744.6100000;739.9800000;743.6100000;27413168
MOEXTN;60;220805;130000;743.8600000;746.3300000;742.3600000;743.5300000;29492973
MOEXTN;60;220805;140000;743.5300000;749.5100000;742.5700000;748.3900000;17977199
MOEXTN;60;220805;150000;748.4500000;749.3100000;743.0600000;743.0600000;18931465
MOEXTN;60;220805;160000;743.2800000;744.2800000;741.4300000;743.9000000;16891580
MOEXTN;60;220805;170000;743.9300000;745.1200000;742.5800000;744.8300000;9659325
MOEXTN;60;220805;180000;744.4100000;745.0300000;739.7300000;739.7300000;19214119
MOEXTN;60;220808;100000;749.1800000;760.7400000;749.1800000;759.4300000;108002392
MOEXTN;60;220808;110000;759.4000000;759.9400000;754.5500000;756.2400000;23262578
MOEXTN;60;220808;120000;756.1600000;756.7400000;753.8000000;754.4000000;18236840
MOEXTN;60;220808;130000;754.2900000;756.6300000;751.2700000;751.9900000;59299149
MOEXTN;60;220808;140000;751.8200000;753.7300000;748.1000000;748.5600000;33557172
MOEXTN;60;220808;150000;748.6600000;752.0600000;746.8000000;749.7300000;33343105
MOEXTN;60;220808;160000;750.0300000;750.3800000;745.7900000;747.8300000;18026733
MOEXTN;60;220808;170000;747.6800000;751.6400000;746.3000000;749.3900000;20490051
MOEXTN;60;220808;180000;749.5100000;750.9500000;747.3100000;749.6600000;33811075
MOEXTN;60;220809;100000;749.9000000;753.7800000;745.3000000;751.2500000;105923346
MOEXTN;60;220809;110000;751.3400000;752.6500000;750.3600000;751.9200000;34796838
MOEXTN;60;220809;120000;752.0700000;753.2100000;750.8300000;753.1100000;23771918
MOEXTN;60;220809;130000;753.1400000;767.5700000;752.7500000;763.7100000;54367242
MOEXTN;60;220809;140000;763.7800000;768.8700000;760.2300000;767.7900000;40167426
MOEXTN;60;220809;150000;767.1700000;767.1700000;762.6700000;762.9900000;24113224
MOEXTN;60;220809;160000;762.7900000;764.0100000;762.2800000;763.8400000;12399890
MOEXTN;60;220809;170000;763.8600000;766.7100000;762.7000000;766.6900000;15261652
MOEXTN;60;220809;180000;767.0000000;771.0500000;766.9100000;769.6200000;39000023
MOEXTN;60;220810;100000;771.5500000;782.7900000;769.8300000;781.9400000;189175427
MOEXTN;60;220810;110000;781.9900000;790.2100000;778.2400000;789.5000000;217231884
MOEXTN;60;220810;120000;789.5300000;804.6500000;789.5300000;796.9700000;100078054
MOEXTN;60;220810;130000;797.0000000;797.1500000;793.0100000;796.3800000;36149486
MOEXTN;60;220810;140000;796.7900000;799.2200000;794.1800000;794.5000000;45039489
MOEXTN;60;220810;150000;794.7200000;795.4400000;792.9800000;793.2000000;16747417
MOEXTN;60;220810;160000;793.5400000;794.9200000;789.7500000;793.6400000;28806532
MOEXTN;60;220810;170000;792.9400000;798.8500000;791.8400000;796.7300000;64819212
MOEXTN;60;220810;180000;796.6600000;797.6200000;791.4600000;791.4600000;24591879
MOEXTN;60;220811;100000;797.8200000;815.5200000;796.9100000;813.3000000;127108193
MOEXTN;60;220811;110000;813.8400000;820.5800000;813.0600000;816.8400000;266757858
MOEXTN;60;220811;120000;816.4500000;817.4500000;812.3100000;815.9200000;105901321
MOEXTN;60;220811;130000;816.5700000;817.6700000;811.9100000;813.8200000;58580403
MOEXTN;60;220811;140000;814.0300000;817.9300000;811.0000000;817.7200000;68251480
MOEXTN;60;220811;150000;817.0700000;817.8000000;812.2200000;815.6800000;31385399
MOEXTN;60;220811;160000;815.7000000;816.1200000;812.2900000;812.8000000;26415562
MOEXTN;60;220811;170000;813.2400000;813.2400000;804.0300000;804.7200000;31988541
MOEXTN;60;220811;180000;804.7100000;805.9400000;799.8000000;799.8700000;53366331
MOEXTN;60;220812;100000;804.2200000;822.0100000;797.7100000;813.7400000;222237663
MOEXTN;60;220812;110000;814.0800000;817.4500000;806.7700000;807.4000000;56016185
MOEXTN;60;220812;120000;807.7100000;813.4400000;805.0400000;812.9800000;26418711
MOEXTN;60;220812;130000;813.2400000;813.6700000;808.2500000;813.2900000;20673364
MOEXTN;60;220812;140000;813.4000000;814.4700000;807.5100000;808.4800000;21692000
MOEXTN;60;220812;150000;808.7200000;811.9900000;807.9800000;811.3400000;14743023
MOEXTN;60;220812;160000;811.2300000;823.2900000;810.0300000;819.4200000;213229839
MOEXTN;60;220812;170000;819.3900000;826.4500000;818.8100000;825.5900000;119047273
MOEXTN;60;220812;180000;825.5900000;825.9800000;819.6500000;819.8800000;77693615
MOEXTN;60;220815;100000;821.9100000;832.4400000;821.9100000;827.2700000;110835936
MOEXTN;60;220815;110000;827.0100000;827.0700000;821.0400000;822.7000000;46220592
MOEXTN;60;220815;120000;822.5900000;823.1600000;819.1000000;820.5600000;27533818
MOEXTN;60;220815;130000;820.6100000;820.8700000;817.1500000;818.0600000;23360492
MOEXTN;60;220815;140000;818.3200000;818.7800000;814.3500000;816.6900000;34904006
MOEXTN;60;220815;150000;816.4100000;817.1500000;814.7000000;816.1000000;20221400
MOEXTN;60;220815;160000;815.4600000;816.4400000;811.5900000;813.4600000;28685497
MOEXTN;60;220815;170000;813.2500000;818.3600000;811.3400000;817.8100000;38176693
MOEXTN;60;220815;180000;817.2100000;819.9700000;815.7900000;816.0900000;28918027
MOEXTN;60;220816;100000;816.8200000;823.5700000;813.6400000;822.9300000;48087550
MOEXTN;60;220816;110000;822.9300000;823.2100000;818.5000000;819.5900000;26714989
MOEXTN;60;220816;120000;819.5700000;820.5500000;816.9700000;819.1400000;17368835
MOEXTN;60;220816;130000;819.5500000;820.2500000;818.5900000;820.0300000;17060731
MOEXTN;60;220816;140000;819.5500000;820.1700000;817.0600000;817.7700000;25550042
MOEXTN;60;220816;150000;817.7400000;821.1100000;817.2000000;819.5400000;25242789
MOEXTN;60;220816;160000;819.5400000;820.7900000;818.4800000;819.6600000;16526021
MOEXTN;60;220816;170000;819.9500000;820.2600000;817.7500000;819.2700000;15461291
MOEXTN;60;220816;180000;819.2200000;821.8100000;817.2700000;819.6300000;54537820
MOEXTN;60;220817;100000;824.2500000;827.9600000;820.4500000;826.1700000;115880530
MOEXTN;60;220817;110000;826.0100000;826.6100000;820.6200000;823.3300000;36408055
MOEXTN;60;220817;120000;823.4200000;824.4400000;821.9700000;822.9500000;18231083
MOEXTN;60;220817;130000;822.7000000;824.7100000;822.5300000;824.1500000;13252219
MOEXTN;60;220817;140000;824.1500000;825.0000000;821.7800000;822.1700000;10940196
MOEXTN;60;220817;150000;822.5500000;825.9700000;822.1700000;825.5400000;23049007
MOEXTN;60;220817;160000;825.5400000;826.1100000;823.5500000;823.9100000;9887203
MOEXTN;60;220817;170000;824.0600000;825.2300000;823.3500000;823.4300000;11572609
MOEXTN;60;220817;180000;822.8600000;825.1700000;821.6400000;821.6400000;14017515
MOEXTN;60;220818;100000;821.4500000;824.3900000;816.3600000;817.3600000;45557115
MOEXTN;60;220818;110000;817.7200000;817.7200000;812.9600000;814.2200000;23681388
MOEXTN;60;220818;120000;814.2200000;817.1700000;813.0700000;817.1700000;16285530
MOEXTN;60;220818;130000;817.2800000;817.4900000;814.5800000;815.1100000;16204449
MOEXTN;60;220818;140000;815.0000000;815.8900000;814.2100000;815.5600000;9045432
MOEXTN;60;220818;150000;815.4500000;815.5300000;813.7600000;814.3200000;8618642
MOEXTN;60;220818;160000;814.6100000;815.0200000;812.7800000;813.4300000;7814104
MOEXTN;60;220818;170000;813.4300000;815.2200000;812.5400000;813.1100000;13850299
MOEXTN;60;220818;180000;812.7100000;814.9400000;812.7100000;813.5600000;18715296
MOEXTN;60;220819;100000;815.1100000;829.2000000;814.1900000;823.6600000;75975350
MOEXTN;60;220819;110000;822.8600000;824.4500000;812.1500000;812.7200000;88610707
MOEXTN;60;220819;120000;812.7700000;817.6700000;812.0900000;814.8500000;24723445
MOEXTN;60;220819;130000;814.9600000;815.0900000;812.8800000;814.0900000;18404033
MOEXTN;60;220819;140000;814.0300000;814.8100000;811.5900000;811.5900000;18467440
MOEXTN;60;220819;150000;811.3200000;814.3500000;811.3100000;813.0800000;10691983
MOEXTN;60;220819;160000;813.0300000;816.2700000;811.5900000;811.9600000;25446262
MOEXTN;60;220819;170000;811.9600000;814.2900000;810.5000000;813.2500000;12452658
MOEXTN;60;220819;180000;813.0600000;813.3000000;809.4900000;809.9900000;17035217
MOEXTN;60;220822;100000;808.1200000;818.7200000;808.1200000;815.8800000;46846474
MOEXTN;60;220822;110000;815.9700000;817.6000000;812.7600000;814.7000000;39757233
MOEXTN;60;220822;120000;814.5100000;815.9700000;811.6600000;813.5100000;25919515
MOEXTN;60;220822;130000;813.2100000;815.9100000;812.9100000;815.9100000;19326988
MOEXTN;60;220822;140000;815.6300000;817.0300000;814.8300000;816.3800000;24168152
MOEXTN;60;220822;150000;816.4400000;818.0500000;815.8600000;816.8000000;17154025
MOEXTN;60;220822;160000;816.8200000;817.4100000;814.3200000;814.3200000;14632782
MOEXTN;60;220822;170000;814.5200000;814.8600000;812.1800000;813.0300000;12439814
MOEXTN;60;220822;180000;813.1100000;814.1000000;812.6600000;813.5800000;12193193
MOEXTN;60;220823;100000;817.4200000;818.3500000;814.0300000;815.1500000;43355743
MOEXTN;60;220823;110000;814.8300000;816.6500000;812.1100000;814.2800000;55114533
MOEXTN;60;220823;120000;814.7300000;818.3700000;814.2900000;814.9000000;29839104
MOEXTN;60;220823;130000;814.7400000;817.0800000;814.3800000;814.9200000;32739485
MOEXTN;60;220823;140000;814.9800000;815.6900000;814.0300000;814.7700000;18472736
MOEXTN;60;220823;150000;814.7700000;815.4100000;813.5700000;814.5300000;25755645
MOEXTN;60;220823;160000;814.7000000;815.5400000;813.2500000;814.5200000;31519725
MOEXTN;60;220823;170000;814.5200000;817.2100000;813.2900000;816.4600000;24007167
MOEXTN;60;220823;180000;816.4600000;816.7400000;813.4000000;815.9600000;24691703
MOEXTN;60;220824;100000;817.2200000;820.9000000;813.8900000;816.4700000;118679407
MOEXTN;60;220824;110000;816.4700000;817.6100000;815.6800000;816.3000000;27433040
MOEXTN;60;220824;120000;816.2400000;817.3600000;814.7900000;814.7900000;14736402
MOEXTN;60;220824;130000;814.9400000;816.5100000;814.5600000;816.2800000;9406910
MOEXTN;60;220824;140000;815.9100000;816.9600000;813.7900000;816.9600000;20396889
MOEXTN;60;220824;150000;816.9600000;816.9600000;814.3100000;814.5700000;14678170
MOEXTN;60;220824;160000;814.5700000;815.8500000;813.5600000;815.2500000;18005074
MOEXTN;60;220824;170000;815.2200000;816.0100000;814.2800000;814.9300000;15143722
MOEXTN;60;220824;180000;814.9900000;815.1300000;812.8300000;813.3900000;13268913
MOEXTN;60;220825;100000;817.4200000;817.4200000;812.2800000;812.6900000;37043291
MOEXTN;60;220825;110000;812.9400000;816.4800000;812.3100000;816.0200000;18347203
MOEXTN;60;220825;120000;816.0200000;816.6500000;814.0200000;814.0800000;15431744
MOEXTN;60;220825;130000;813.8200000;816.5100000;813.2000000;815.7000000;13314275
MOEXTN;60;220825;140000;815.6800000;815.9200000;811.0800000;811.0900000;41374761
MOEXTN;60;220825;150000;811.0200000;813.1700000;808.1700000;811.7100000;37404426
MOEXTN;60;220825;160000;812.1500000;816.0200000;811.2700000;815.8100000;23515616
MOEXTN;60;220825;170000;815.6200000;824.7500000;815.6200000;821.6400000;53930806
MOEXTN;60;220825;180000;821.6400000;822.1200000;819.1700000;819.4200000;19585300
MOEXTN;60;220826;100000;822.1000000;822.9300000;817.3400000;818.4500000;29426928
MOEXTN;60;220826;110000;818.1600000;818.8600000;816.4500000;817.0200000;9204765
MOEXTN;60;220826;120000;817.5600000;817.5600000;813.1000000;814.2700000;18944504
MOEXTN;60;220826;130000;814.3000000;818.2600000;814.1300000;817.0600000;53088482
MOEXTN;60;220826;140000;817.0500000;823.8200000;814.9000000;822.7600000;269772862
MOEXTN;60;220826;150000;822.6900000;825.4500000;821.5500000;823.6600000;81711717
MOEXTN;60;220826;160000;823.2500000;825.4800000;822.1300000;825.4800000;94508363
MOEXTN;60;220826;170000;825.9600000;827.2300000;822.6600000;823.1500000;44538894
MOEXTN;60;220826;180000;822.5600000;824.5500000;820.9000000;824.4900000;58801108
MOEXTN;60;220829;100000;825.7400000;845.0300000;825.2300000;844.5000000;543522741
MOEXTN;60;220829;110000;844.8600000;848.6500000;842.8100000;844.3900000;215911485
MOEXTN;60;220829;120000;843.8300000;847.8300000;843.2700000;845.9600000;90325768
MOEXTN;60;220829;130000;846.2100000;848.6700000;844.9500000;847.7000000;59914511
MOEXTN;60;220829;140000;847.5400000;850.2600000;847.4300000;848.5200000;50942680
MOEXTN;60;220829;150000;848.8100000;850.4000000;847.3600000;849.1500000;75924527
MOEXTN;60;220829;160000;848.7200000;850.5000000;848.0600000;848.7400000;83288372
MOEXTN;60;220829;170000;848.8900000;852.8400000;848.7400000;849.9000000;133537896
MOEXTN;60;220829;180000;849.9000000;850.9600000;848.4900000;850.7800000;88832413
MOEXTN;60;220830;100000;853.7200000;857.8800000;849.6100000;856.8900000;233817429
MOEXTN;60;220830;110000;857.0200000;858.4600000;853.4100000;854.4200000;129236731
MOEXTN;60;220830;120000;854.8400000;861.4700000;852.8900000;858.9500000;120337751
MOEXTN;60;220830;130000;858.6300000;861.6100000;857.4200000;859.5800000;100090269
MOEXTN;60;220830;140000;859.4600000;863.1200000;858.6400000;862.6400000;72359187
MOEXTN;60;220830;150000;862.6500000;865.1000000;857.4900000;859.0800000;75671153
MOEXTN;60;220830;160000;859.1100000;859.1100000;851.8100000;854.3200000;68889539
MOEXTN;60;220830;170000;854.0900000;857.3500000;852.4400000;853.2000000;52787695
MOEXTN;60;220830;180000;853.3700000;855.9100000;851.5900000;855.3500000;33898282
MOEXTN;60;220831;100000;848.9200000;859.4500000;847.5800000;857.9700000;220147853
MOEXTN;60;220831;110000;858.6200000;860.8300000;849.6800000;856.5700000;105168591
MOEXTN;60;220831;120000;856.6100000;859.2800000;853.1400000;855.2600000;44117071
MOEXTN;60;220831;130000;854.9700000;857.3700000;854.0300000;857.1800000;25546421
MOEXTN;60;220831;140000;857.0400000;859.6700000;856.0800000;857.8100000;42766544
MOEXTN;60;220831;150000;857.8800000;859.4800000;856.7600000;858.9300000;21078984
MOEXTN;60;220831;160000;858.9300000;860.1500000;858.1800000;860.1500000;34562830
MOEXTN;60;220831;170000;860.0200000;861.8800000;857.7900000;860.1300000;38526851
MOEXTN;60;220831;180000;860.1000000;861.4200000;858.0400000;860.9600000;31066361
MOEXTN;60;220901;100000;862.7700000;875.7300000;861.1600000;871.7300000;194801288
MOEXTN;60;220901;110000;872.4200000;874.6000000;869.9400000;871.4700000;57902349
MOEXTN;60;220901;120000;871.2100000;878.4600000;870.6800000;876.0300000;68061149
MOEXTN;60;220901;130000;876.3200000;876.6100000;873.1700000;873.1700000;40133441
MOEXTN;60;220901;140000;873.0300000;882.8900000;872.9300000;879.1500000;107383674
MOEXTN;60;220901;150000;879.3600000;881.9200000;875.7800000;880.8500000;65260131
MOEXTN;60;220901;160000;881.0000000;881.9800000;877.7800000;880.6000000;33309538
MOEXTN;60;220901;170000;880.5400000;884.4400000;879.6100000;882.5900000;55349941
MOEXTN;60;220901;180000;882.6800000;883.9500000;878.3500000;881.8100000;62712836
MOEXTN;60;220902;100000;880.5700000;895.5400000;880.5300000;895.3800000;182447021
MOEXTN;60;220902;110000;894.9300000;896.3000000;889.3800000;892.8700000;142126502
MOEXTN;60;220902;120000;892.3800000;898.7100000;892.2100000;895.9000000;221213798
MOEXTN;60;220902;130000;895.8400000;898.5300000;893.8600000;896.4400000;93416314
MOEXTN;60;220902;140000;896.4800000;900.7200000;895.6500000;899.0600000;160867944
MOEXTN;60;220902;150000;899.3900000;899.6200000;894.5600000;896.2200000;104664401
MOEXTN;60;220902;160000;896.2400000;904.7000000;896.0600000;903.5700000;292960200
MOEXTN;60;220902;170000;903.0400000;903.9400000;900.4000000;902.9500000;103167803
MOEXTN;60;220902;180000;903.3600000;903.8300000;901.8100000;903.8300000;92764012
MOEXTN;60;220905;100000;909.2400000;912.8100000;895.9700000;909.8300000;341467962
MOEXTN;60;220905;110000;910.2300000;910.2300000;903.4100000;908.3900000;114543629
MOEXTN;60;220905;120000;908.4300000;908.4300000;905.8600000;908.2400000;75522324
MOEXTN;60;220905;130000;908.0700000;911.4200000;908.0700000;911.1200000;45754115
MOEXTN;60;220905;140000;910.7100000;919.9200000;910.6400000;918.1300000;187660345
MOEXTN;60;220905;150000;918.2200000;922.5300000;915.9100000;919.8400000;118837325
MOEXTN;60;220905;160000;919.8300000;922.5300000;917.2000000;922.1500000;64268192
MOEXTN;60;220905;170000;922.2100000;924.7000000;921.0300000;924.3100000;48511859
MOEXTN;60;220905;180000;924.6600000;928.1700000;923.0900000;928.1700000;64156096
MOEXTN;60;220906;100000;930.9200000;944.5500000;930.9200000;941.8400000;352803718
MOEXTN;60;220906;110000;942.1800000;945.6200000;929.7900000;931.3600000;231338485
MOEXTN;60;220906;120000;930.6900000;935.0400000;927.7100000;929.6100000;89800185
MOEXTN;60;220906;130000;928.9700000;932.2200000;926.5400000;929.5200000;74314707
MOEXTN;60;220906;140000;929.5400000;930.3100000;896.4800000;900.2700000;286432359
MOEXTN;60;220906;150000;899.6900000;915.6200000;882.6200000;914.6900000;212677255
MOEXTN;60;220906;160000;915.5200000;917.2500000;910.9400000;917.2200000;90346296
